track_id,track_name,artist_name,artist_id,album_name,album_type,release_date,duration_ms,explicit,lastfm_listeners,lastfm_playcount,lastfm_top_tags
2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,241023,True,785018,11635232,"['Drake', 'pop rap', 'atlanta bass', '2025', 'electro']"
0NUqi0ps17YpLUC3kgsZq0,DIE TRYING,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,195431,True,1551,7587,[]
2kZoOj1n5vk9BuF0sih58M,SOMEBODY LOVES ME,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,182767,True,1304,5024,[]
578CwfxpfH2HxlENOCHc2n,CELIBACY,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,235620,True,355,1111,[]
775a936b2Vzl3fw86FaVat,OMW,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,233030,True,286,2855,[]
1mKNJs35ede94bTPWveVOo,GLORIOUS,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,205082,True,213,939,[]
6mmPe3Y3SEtYb9HZsHTyrj,WHEN HE'S GONE,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,209836,True,339,1031,[]
2MjQmsRAUArE2GDwjsVew3,GREEDY,Drake,3TVXtAsR1Inumwj472S9r4,$ome $exy $ongs 4 U,album,2025-02-14,386165,False,373,1982,[]
6YV2AI87l1n2fzqU8Dyo05,Virginia Beach,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,251094,True,536872,7279057,"['pop rap', 'rnb', 'Drake', 'chipmunk soul', 'alternative rnb']"
59ZmQR4pwCaa5iM3veM7Cs,Amen (feat. Teezo Touchdown),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,141212,True,363870,2576010,[]
2R30S0W4JCM9JaQWlpmeWn,Calling For You (feat. 21 Savage),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,285630,True,349545,2155599,[]
6LFW4dEsLeiGluniXRgVYr,Fear Of Heights,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,155154,True,353072,2776362,[]
1us5wNgZc0YLT8RQQs2Q7L,Daylight,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,164142,True,361999,2727643,[]
6xIsHPRHdbzU6UMVFn4wh8,First Person Shooter (feat. J. Cole),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,247444,True,711804,8287729,"['rap', 'j cole', 'Hip-Hop', 'trap', '2023']"
2uvBprdlMpzeN5Bq0PzMBI,IDGAF (feat. Yeat),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,260111,True,833007,11440063,"['my top songs', 'rage', 'Yeat', 'nu jazz', 'vocal jazz']"
0pdMOh52apEWAS1xELJY7Q,7969 Santa,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,259846,True,307909,2361440,[]
4gQBXN2GBRpemMuxg5y3h9,Slime You Out (feat. SZA),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,310490,True,545102,5533987,"['Hip-Hop', 'Drake', 'sza', '2023', 'ass']"
3nHat22UwPywIevUrXIhy1,Bahamas Promises,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,184089,True,328889,3063818,[]
5BTu8L170anjdgSohdBkkv,Tried Our Best,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,209990,True,331399,4041322,"['Drake', 'contemporary rnb', 'pop rap', 'alternative rnb', '2023']"
71VKjJjn76sn5Tt8X8Ay8c,Screw The World - Interlude,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,112093,True,202732,847554,[]
7jKNxYzPFGDWEemcRVebLb,Drew A Picasso,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,262768,True,277212,3016090,[]
7uHF03xE84sQ5PicRNH3yu,Members Only (feat. PARTYNEXTDOOR),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,277720,True,292917,2724985,[]
4e0uZkMYa8e8HJ5TEUN417,What Would Pluto Do,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,182998,True,281233,2635089,[]
04BF53Rb6LOpDUJG518IqS,All The Parties (feat. Chief Keef),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,218611,True,310921,2394815,[]
1dKXBUKx7oCB2UXlkihNn8,8am in Charlotte,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,266847,True,354541,4364287,[]
4bF4MxTGnNj8dTW0LZmAx5,BBL Love - Interlude,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,161363,True,192384,1120336,[]
3BE3IYsAhqkTiRIR7T7x7M,Gently (feat. Bad Bunny),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,133694,True,305781,2461721,[]
2DSy4HfDQoBsPPcRSoeM16,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,319191,True,768464,8563645,"['pop rap', 'Drake', '2023', 'sza', 'atlanta bass']"
6N7CsPNdryWPtG5CTmCHpx,Another Late Night (feat. Lil Yachty),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,170414,True,324645,3270439,[]
2QThr0NmKP43AbPOrW2cDl,Away From Home,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,258592,True,233777,2017723,[]
1GZJGEId948OqKmf24ubj5,Polar Opposites,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,257180,True,229275,2141508,[]
5Mc8XDfGQCMkOEZm9rS1cE,Red Button,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,160049,True,207372,1636263,[]
0ZB5pdrM1leH58IgokDPZM,Stories About My Brother,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,264130,True,223386,2128776,[]
2Mph2Rvl5kVg0MYtfV60wZ,The Shoe Fits,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,374025,True,162799,1221568,[]
4ASBfwBwwo7DTT2zq9YSLP,Wick Man,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,181428,True,144536,871134,[]
2ut4BOQSqxLpcX5MtPjzYa,Evil Ways (feat. J. Cole),Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,227692,True,212000,1364648,[]
5Se32hEA9raeboZerywxka,You Broke My Heart,Drake,3TVXtAsR1Inumwj472S9r4,For All The Dogs Scary Hours Edition,album,2023-11-17,230709,True,405493,5184322,"['2023', 'Drake', 'Hip-Hop', 'rap', 'trap']"
5gOfC9UzZQzTyShqPMrpjT,wacced out murals,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,317092,True,813455,7009446,"['trap', 'hardcore hip hop', 'west coast hip hop', 'Conscious Hip Hop', 'weightless']"
0nj9Bq5sHDiTxSHunhgkFb,squabble up,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,157992,True,1196212,15330875,"['hyphy', 'Ratchet Music', 'rap', 'Hip-Hop', 'west coast hip hop']"
45J4avUb9Ni0bnETYaYFVJ,luther (with sza),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,177598,False,1584540,28989324,"['Trap Soul', 'pop rap', 'trap', 'rnb', 'sza']"
5ho7VSXSmI2KM2nDjcnLyz,man at the garden,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,233173,True,731236,5468587,"['Conscious Hip Hop', 'cloud rap', 'trip hop', 'west coast hip hop', 'chillwave']"
5S8VwnB4sLi6W0lYTWYylu,hey now (feat. dody6),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,217478,True,695238,7916516,"['nervous music', 'rap', 'hardcore hip hop', 'Hip-Hop', 'kendrick lamar']"
0RgjEkSbeuStKfT2Pa4Zai,reincarnated,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,275740,True,733967,7728724,"['hardcore hip hop', 'Conscious Hip Hop', 'Christian hip hop', 'G-funk', 'boom bap']"
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,220690,True,1296883,17926753,"['G-funk', 'hyphy', 'Ratchet Music', 'hardcore hip hop', 'west coast hip hop']"
4K1Pg0FLno1ltzX3jeqT83,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,131240,True,629799,6379247,"['alternative rnb', 'rnb', 'alt-pop', 'G-funk', 'chillsynth']"
2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,155917,True,758925,7853449,"['nervous music', 'hardcore hip hop', 'Ratchet Music', 'hip hop', 'west coast hip hop']"
1SGvjfc85yzqKXsfKcCxn2,heart pt. 6,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,292461,True,786052,8053512,"['boom bap', 'Conscious Hip Hop', 'west coast hip hop', 'hip hop', 'G-funk']"
3aZptNYC6Z1YoumeqZcDcQ,"gnx (feat. hitta j3, youngthreat, peysoh)",Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,193539,True,460108,3139952,[]
0wgOhYnqZKjOHr6bmdz0aN,gloria (with sza),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,GNX,album,2024-11-22,287522,True,582696,5227635,"['trip hop', 'Neo-Soul', 'boom bap', 'pop rap', 'sza']"
5Gt9bxniM1SxN61yRzRhXL,United In Grief,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,255377,True,1248878,14857364,"['jazz rap', 'Conscious Hip Hop', 'jazzstep', 'rap', 'experimental hip hop']"
0fX4oNGBWO3dSGUZcVdVV2,N95,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,195950,True,1264926,20328276,"['rap', 'trap', 'Conscious Hip Hop', 'Hip-Hop', '2022']"
66mVPWmFvXPFf8pjK5ttOW,Worldwide Steppers,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,203367,True,709858,5123209,[]
2g6tReTlM2Akp41g0HaeXN,Die Hard,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,239026,True,1064392,16188092,"['rnb', 'rap', 'pop rap', 'Neo-Soul', '2022']"
28qA8y1sz0FTuSapsCxNOG,Father Time (feat. Sampha),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,222497,True,922032,12727443,"['Conscious Hip Hop', 'rap', 'Neo-Soul', 'jazz rap', 'boom bap']"
15pyFQHCTVp6T7vaWctSgO,Rich - Interlude,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,103319,True,569931,4487062,[]
1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,202285,True,925335,11671368,"['pop rap', 'Conscious Hip Hop', 'Ratchet Music', 'nervous music', 'west coast hip hop']"
67XC51nlZncNpHmZ8rOU9a,We Cry Together,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,341307,True,656773,4552512,[]
1REVvAphiSTJyKQ1fDpHa4,Purple Hearts,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,329295,True,661293,5380437,[]
6BU1RZexmvJcBjgagVVt3M,Count Me Out,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,283642,True,1038900,16072971,"['trap', 'pop rap', 'Conscious Hip Hop', 'Neo-Soul', 'west coast hip hop']"
4zMxWSP2qZUy5CBCH5PdzZ,Crown,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,264299,True,548289,3884541,[]
3lzUeaCbcCDB5IXYfqWRlF,Silent Hill,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,220779,True,713464,7629292,"['kodak black', 'rap', 'Hip-Hop', 'trap', 'kendrick lamar']"
5G4uLkFKdEZLcuNyeomQmE,Savior - Interlude,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,152985,True,493170,3500003,[]
3drdWsJKiVCSQ2gKhd9BDT,Savior,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,224466,True,633757,7462153,[]
1uY1X8YeBixs1FdQ3fQ7d4,Auntie Diaries,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,281069,True,530567,3626431,[]
6CmpZfKUQ2KerzBFZ3QKFr,Mr. Morale,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,210841,True,555373,5198131,[]
346SJSEbB6pNZMpwovxDiu,Mother I Sober (feat. Beth Gibbons of Portishead),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,406528,True,457792,2951265,[]
5xoYormSTltk6F9SlQV6mm,Mirror,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,256006,True,580180,6634596,"['Conscious Hip Hop', 'funk', 'chillwave', 'Neo-Soul', 'rnb']"
5qbhVL3vB7HwWvb0042B7y,The Heart Part 5,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Mr. Morale & The Big Steppers,album,2022-05-13,332228,True,602340,7087022,"['Conscious Hip Hop', 'rap', 'funk', 'hip hop', 'west coast hip hop']"
5qN4HFkapdAOV94XPryVof,Black Panther,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,130613,True,274973,1207954,[]
3GCdLUSnKSMJhs4Tj6CV3s,"All The Stars (with SZA) - From ""Black Panther: The Album""",Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,232186,True,1122466,8077433,"['pop', 'sza', 'spotify top 100 vol 1', 'kendrick lamar']"
4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,267426,True,764,2318,[]
5jyyPsIGM2yqkZN9R3TmvN,The Ways (with Swae Lee),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,238893,True,538,1567,[]
7bUcBztfGqO7cSI2gMZeCI,Opps (with Yugen Blakrok),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,180893,True,392,1503,[]
0DJBgBiYeSn6n1AXAkFVE8,I Am,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,208760,True,5971,13373,[]
2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,219306,True,1360,4925,[]
4KXwFI9pgJLpUIAc9oSL8j,Bloody Waters (with Anderson .Paak & James Blake),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,272306,True,308,860,[]
1eLSF6HfrRA0AsNmTkUlKx,"King's Dead (with Kendrick Lamar, Future & James Blake)",Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,225266,True,1297,5077,[]
4FpfU1O7WCLBnmwu5XAFk4,Redemption Interlude,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,85266,True,679,2071,[]
76iVOVsliCHlWqKuDnCfhE,Redemption (with Babes Wodumo),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,222093,True,274,903,[]
35cOyocq8Gb6UcT0NWeTwn,Seasons (with Sjava & Reason),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,242293,True,230,645,[]
5cXg9IQS34FzLVdHhp7hu7,Big Shot (with Travis Scott),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,221826,True,395718,2765903,[]
77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Black Panther The Album Music From And Inspired By,album,2018-02-09,211440,True,1735,6890,[]
2PESSRrfGBuDrJ1I7rm8dc,DUCKWORTH.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,248613,True,1062853,14173070,"['Conscious Hip Hop', 'west coast hip hop', 'kendrick lamar', 'rap', 'Neo-Soul']"
4suzR7RVn00QijvJPkMVMf,GOD.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,248826,True,621354,4750433,[]
28J8MZFrSMvd5gWxAGRBq1,FEAR.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,460573,True,754425,7481813,"['Conscious Hip Hop', 'west coast hip hop', 'hip hop', 'Hip-Hop', 'Neo-Soul']"
0lJZRic5kToowUXH35uy7P,XXX. FEAT. U2.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,254200,True,809755,10294253,"['Conscious Hip Hop', 'U2', 'experimental hip hop', 'jazz rap', 'kendrick lamar']"
0R9U7yIlLm8KAL6iQbwKKT,LOVE. FEAT. ZACARI.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,213400,False,1750138,26307043,"['rnb', 'pop rap', 'trap', 'zacari', 'hip hop']"
1PKNKessUE10zYclDWNRfE,LUST.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,307880,True,752774,6651284,"['Conscious Hip Hop', 'west coast hip hop', 'Political Hip Hop', 'trap rap', 'pop rap']"
0gvQoTWRxsW5Rd7KgPp0u3,HUMBLE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,177000,True,2325870,32153056,"['rap', 'trap', 'Hip-Hop', 'hip hop', '2017']"
1P9LiOkE3LnKSYsoz1F8A7,PRIDE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,275253,True,1860655,33906981,"['Conscious Hip Hop', 'Neo-Soul', 'west coast hip hop', 'rap', 'hip hop']"
0Omhxcy38tjNxqVZshdfpf,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,227360,True,1340341,16271502,"['Hip-Hop', 'pop rap', 'kendrick lamar', 'Rihanna', 'rnb']"
3hKPfWwm32Nv7Xj57lrxeC,FEEL.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,214826,True,913946,9871620,"['Conscious Hip Hop', 'west coast hip hop', 'jazz rap', 'rap', 'Hip-Hop']"
3uubYELqTxIOqGalMtUq63,ELEMENT.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,208733,True,1063549,12637349,"['Conscious Hip Hop', 'west coast hip hop', 'pop rap', 'rap', 'Hip-Hop']"
7tC6nVqWp4FALU6I3li1g9,YAH.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,160293,True,901238,8590887,"['Conscious Hip Hop', 'west coast hip hop', 'trip hop', 'rnb', 'kendrick lamar']"
4odAJ4IxmYzy3co4TeYP24,DNA.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,185946,True,1781723,25400220,"['rap', 'trap', 'Hip-Hop', 'hardcore hip hop', 'Conscious Hip Hop']"
1WonGCoO1sz7I4aD0HRbXy,BLOOD.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN. COLLECTORS EDITION.,album,2017-12-08,118066,True,777634,5759344,[]
1n4jwRVXdkK2U34nBDUKKT,BLOOD.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,118066,True,777634,5759344,[]
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,185946,True,1781723,25400220,"['rap', 'trap', 'Hip-Hop', 'hardcore hip hop', 'Conscious Hip Hop']"
4BHSjbYylfOH5WAGusDyni,YAH.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,160293,True,901238,8590887,"['Conscious Hip Hop', 'west coast hip hop', 'trip hop', 'rnb', 'kendrick lamar']"
1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,208733,True,1063549,12637349,"['Conscious Hip Hop', 'west coast hip hop', 'pop rap', 'rap', 'Hip-Hop']"
2LTlO3NuNVN70lp2ZbVswF,FEEL.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,214826,True,913946,9871620,"['Conscious Hip Hop', 'west coast hip hop', 'jazz rap', 'rap', 'Hip-Hop']"
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,227360,True,1340341,16271502,"['Hip-Hop', 'pop rap', 'kendrick lamar', 'Rihanna', 'rnb']"
6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,275253,True,1860655,33906981,"['Conscious Hip Hop', 'Neo-Soul', 'west coast hip hop', 'rap', 'hip hop']"
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,177000,True,2325564,32150201,"['rap', 'trap', 'Hip-Hop', 'hip hop', '2017']"
06FCvd7rrRcF3DdvWH5Isp,LUST.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,307880,True,752774,6651284,"['Conscious Hip Hop', 'west coast hip hop', 'Political Hip Hop', 'trap rap', 'pop rap']"
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,213400,False,1750138,26307043,"['rnb', 'pop rap', 'trap', 'zacari', 'hip hop']"
4iYRa2btalAzPZoSYfROqF,XXX. FEAT. U2.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,254200,True,809755,10294253,"['Conscious Hip Hop', 'U2', 'experimental hip hop', 'jazz rap', 'kendrick lamar']"
23luOrEVHMfoX0AhfbQuS6,FEAR.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,460573,True,754425,7481813,"['Conscious Hip Hop', 'west coast hip hop', 'hip hop', 'Hip-Hop', 'Neo-Soul']"
5p3NP9mQblDsVJLdfNZJ3I,GOD.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,248826,True,621354,4750433,[]
0y9uTzK9cNKSAEHnpeRG8C,DUCKWORTH.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,album,2017-04-14,248613,True,1062853,14173070,"['Conscious Hip Hop', 'west coast hip hop', 'kendrick lamar', 'rap', 'Neo-Soul']"
5UQ3JrA9kEh7rfwhUS1h0z,The Fate of Ophelia,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Life of a Showgirl + Acoustic Collection,album,2025-11-07,226073,False,1109568,27557386,"['pop', 'synthpop', 'best of 2025', 'dance-pop', 'julia mofada']"
6virCtlwc98cKYVyeZYXqq,Elizabeth Taylor,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Life of a Showgirl + Acoustic Collection,album,2025-11-07,208291,False,603088,11030241,"['pop', 'baroque pop', 'Who put Katy Perry?', 'taylor swift', 'halsey']"
0WUwHkIXQY55MLOrw8EM6m,Opalite,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Life of a Showgirl + Acoustic Collection,album,2025-11-07,235356,False,792387,16202897,"['pop', 'soft rock', 'synthpop', 'rnb', 'dance-pop']"
6H0nEKqkTRxa30Pru1h7SD,Father Figure,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Life of a Showgirl + Acoustic Collection,album,2025-11-07,212777,True,530689,11409994,"['soty', 'best of 2025', 'synthpop', 'pop', 'female vocalist']"
6nhsv9Jeluz5gXt592KN3m,Eldest Daughter,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Life of a Showgirl + Acoustic Collection,album,2025-11-07,246356,True,477016,6434854,"['pop', '2020s', 'sad', 'experimental', 'show tunes']"
